year,title,first_appearance_date,papers,authors
2017,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,4/24/2017,['https://www.semanticscholar.org/paper/Multilayer-Recurrent-Network-Models-of-Primate-Cell-Batty-Merel/2f8bed08cef7b777da9273f483461ebf4f2e0c63'],"['https://www.semanticscholar.org/author/Nora-Brackbill/8992425', 'https://www.semanticscholar.org/author/Liam-Paninski/1763504', 'https://www.semanticscholar.org/author/E.-J.-Chichilnisky/144345443', 'https://www.semanticscholar.org/author/Josh-Merel/1879232', 'https://www.semanticscholar.org/author/Alan-M.-Litke/3323053', 'https://www.semanticscholar.org/author/Alexander-Heitman/5108054', 'https://www.semanticscholar.org/author/Eleanor-Batty/34794454', 'https://www.semanticscholar.org/author/Alexander-Sher/144488493']"
2017,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,3/5/2017,['https://www.semanticscholar.org/paper/LR-GAN%3A-Layered-Recursive-Generative-Adversarial-Yang-Kannan/c789f8e3f40f57335aef2565f4d2bac69d2941d8'],"['https://www.semanticscholar.org/author/Devi-Parikh/153432684', 'https://www.semanticscholar.org/author/Anitha-Kannan/145721096', 'https://www.semanticscholar.org/author/Jianwei-Yang/145743311', 'https://www.semanticscholar.org/author/Dhruv-Batra/1746610']"
2017,Learning to Optimize,6/6/2016,['https://www.semanticscholar.org/paper/Learning-to-Optimize-Li-Malik/ead9a671428631e44f6fe49324efe69da628bc47'],"['https://www.semanticscholar.org/author/Ke-Li/144954689', 'https://www.semanticscholar.org/author/Jitendra-Malik/143751119']"
2017,Variational Lossy Autoencoder,11/8/2016,['https://www.semanticscholar.org/paper/Variational-Lossy-Autoencoder-Chen-Kingma/590c9a1ff422b03477f7830b20609f212c85aa13'],"['https://www.semanticscholar.org/author/Diederik-P.-Kingma/1726807', 'https://www.semanticscholar.org/author/Ilya-Sutskever/1701686', 'https://www.semanticscholar.org/author/Tim-Salimans/2887364', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Yan-Duan/144581158', 'https://www.semanticscholar.org/author/Xi-Chen/41192764', 'https://www.semanticscholar.org/author/Prafulla-Dhariwal/6515819', 'https://www.semanticscholar.org/author/John-Schulman/47971768']"
2017,Improving Generative Adversarial Networks with Denoising Feature Matching,4/24/2017,['https://www.semanticscholar.org/paper/Improving-Generative-Adversarial-Networks-with-Warde-Farley-Bengio/6ee38873273aead30c8e561ba807a3032204f870'],"['https://www.semanticscholar.org/author/David-Warde-Farley/1393680089', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762']"
2017,Emergence of foveal image sampling from learning to attend in visual scenes,11/28/2016,['https://www.semanticscholar.org/paper/Emergence-of-foveal-image-sampling-from-learning-to-Cheung-Weiss/6d49a7ad76e779df812bda5c4b037a0b9d6847be'],"['https://www.semanticscholar.org/author/Eric-Weiss/21312723', 'https://www.semanticscholar.org/author/Bruno-A.-Olshausen/1708655', 'https://www.semanticscholar.org/author/Brian-Cheung/144018734']"
2017,Words or Characters? Fine-grained Gating for Reading Comprehension,11/6/2016,['https://www.semanticscholar.org/paper/Words-or-Characters-Fine-grained-Gating-for-Reading-Yang-Dhingra/b7ffc8f44f7dafd7f51e4e7500842ec406b8e239'],"['https://www.semanticscholar.org/author/Bhuwan-Dhingra/34994191', 'https://www.semanticscholar.org/author/Ruslan-Salakhutdinov/145124475', 'https://www.semanticscholar.org/author/Junjie-Hu/145919378', 'https://www.semanticscholar.org/author/Ye-Yuan/30556331', 'https://www.semanticscholar.org/author/William-W.-Cohen/50056360', 'https://www.semanticscholar.org/author/Zhilin-Yang/47087291']"
2017,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,3/18/2017,['https://www.semanticscholar.org/paper/Transfer-Learning-for-Sequence-Tagging-with-Yang-Salakhutdinov/189e6bb7523733c4e524214b9e6ae92d4ed50dac'],"['https://www.semanticscholar.org/author/Zhilin-Yang/47087291', 'https://www.semanticscholar.org/author/Ruslan-Salakhutdinov/145124475', 'https://www.semanticscholar.org/author/William-W.-Cohen/50056360']"
2017,Bidirectional Attention Flow for Machine Comprehension,11/5/2016,['https://www.semanticscholar.org/paper/Bidirectional-Attention-Flow-for-Machine-Seo-Kembhavi/3a7b63b50c64f4ec3358477790e84cbd6be2a0b4'],"['https://www.semanticscholar.org/author/Aniruddha-Kembhavi/2684226', 'https://www.semanticscholar.org/author/Hannaneh-Hajishirzi/2548384', 'https://www.semanticscholar.org/author/Minjoon-Seo/4418074', 'https://www.semanticscholar.org/author/Ali-Farhadi/143787583']"
2017,Query-Reduction Networks for Question Answering,6/14/2016,['https://www.semanticscholar.org/paper/Query-Reduction-Networks-for-Question-Answering-Seo-Min/4bf7edee5a4c4cfdbdd43a607c402420129fa277'],"['https://www.semanticscholar.org/author/Sewon-Min/48872685', 'https://www.semanticscholar.org/author/Ali-Farhadi/143787583', 'https://www.semanticscholar.org/author/Hannaneh-Hajishirzi/2548384', 'https://www.semanticscholar.org/author/Minjoon-Seo/4418074']"
2017,Training Compressed Fully-Connected Networks with a Density-Diversity Penalty,4/24/2017,['https://www.semanticscholar.org/paper/Training-Compressed-Fully-Connected-Networks-with-a-Wang-Cai/9f6422dbb45f1bb183da514517f224b7a6e79f87'],"['https://www.semanticscholar.org/author/William-Stafford-Noble/144458655', 'https://www.semanticscholar.org/author/Jeff-A.-Bilmes/1748118', 'https://www.semanticscholar.org/author/Shengjie-Wang/4519720', 'https://www.semanticscholar.org/author/Haoran-Cai/3413049']"
2017,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,3/17/2016,"['https://www.semanticscholar.org/paper/Do-Deep-Convolutional-Nets-Really-Need-to-be-Deep-Urban-Geras/def52f9e3650ec4e9cc18b3e316f48e9bf046adf', 'https://www.semanticscholar.org/paper/N-EED-TO-BE-D-EEP-AND-C-ONVOLUTIONAL-Urban-Geras/23a432a388552ab52437d428e5af2b6c195be635']","['https://www.semanticscholar.org/author/Samira-Ebrahimi-Kahou/3127597', 'https://www.semanticscholar.org/author/Ozlem-Aslan/50304769', 'https://www.semanticscholar.org/author/Shengjie-Wang/4519720', 'https://www.semanticscholar.org/author/Matthew-Richardson/144422314', 'https://www.semanticscholar.org/author/Krzysztof-J-Geras/2376144', 'https://www.semanticscholar.org/author/Gregor-Urban/49516308', 'https://www.semanticscholar.org/author/Matthai-Philipose/3041721', 'https://www.semanticscholar.org/author/Rich-Caruana/145727186', 'https://www.semanticscholar.org/author/Abdel-rahman-Mohamed/40360972']"
2017,Recurrent Hidden Semi-Markov Model,4/24/2017,['https://www.semanticscholar.org/paper/Recurrent-Hidden-Semi-Markov-Model-Dai-Dai/e20d94e43a20315f76067a00d67e4f7523ca7311'],"['https://www.semanticscholar.org/author/Hanjun-Dai/2791430', 'https://www.semanticscholar.org/author/Bo-Dai/144445940', 'https://www.semanticscholar.org/author/Yan-Ming-Zhang/15310310', 'https://www.semanticscholar.org/author/Shuang-Li/144014817', 'https://www.semanticscholar.org/author/Le-Song/1779453']"
2017,Lie-Access Neural Turing Machines,11/9/2016,['https://www.semanticscholar.org/paper/Lie-Access-Neural-Turing-Machines-Yang-Rush/15778857f5b4de361dffa3fd156a269184dd2f9e'],"['https://www.semanticscholar.org/author/Alexander-M.-Rush/2531268', 'https://www.semanticscholar.org/author/Greg-Yang/35064203']"
2017,What does it take to generate natural textures?,4/24/2017,['https://www.semanticscholar.org/paper/What-does-it-take-to-generate-natural-textures-Ustyuzhaninov-Brendel/abdd228205f0878ee0a426d8ef94ab15db4a07e8'],"['https://www.semanticscholar.org/author/Leon-A.-Gatys/1891828', 'https://www.semanticscholar.org/author/Wieland-Brendel/40634590', 'https://www.semanticscholar.org/author/Ivan-Ustyuzhaninov/3422289', 'https://www.semanticscholar.org/author/Matthias-Bethge/1731199']"
2017,Tracking the World State with Recurrent Entity Networks,12/12/2016,['https://www.semanticscholar.org/paper/Tracking-the-World-State-with-Recurrent-Entity-Henaff-Weston/033dd6cf61a6017e9aa9b46068d3c89082849cf3'],"['https://www.semanticscholar.org/author/Yann-LeCun/1688882', 'https://www.semanticscholar.org/author/Mikael-Henaff/39713408', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', 'https://www.semanticscholar.org/author/Antoine-Bordes/1713934', 'https://www.semanticscholar.org/author/Arthur-Szlam/3149531']"
2017,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,4/24/2017,['https://www.semanticscholar.org/paper/Training-Agent-for-First-Person-Shooter-Game-with-Wu-Tian/add7b8b65355d5408a1ffb93a94b0ae688806bc4'],"['https://www.semanticscholar.org/author/Yuxin-Wu/98264506', 'https://www.semanticscholar.org/author/Yuandong-Tian/39402399']"
2017,Deep Biaffine Attention for Neural Dependency Parsing,11/6/2016,['https://www.semanticscholar.org/paper/Deep-Biaffine-Attention-for-Neural-Dependency-Dozat-Manning/8cbef23c9ee2ae7c35cc691a0c1d713a6377c9f2'],"['https://www.semanticscholar.org/author/Christopher-D.-Manning/144783904', 'https://www.semanticscholar.org/author/Timothy-Dozat/2277385']"
2017,Learning Curve Prediction with Bayesian Neural Networks,4/24/2017,['https://www.semanticscholar.org/paper/Learning-Curve-Prediction-with-Bayesian-Neural-Klein-Falkner/925cab60b1795c94ae6f488fda7ad71be71b5822'],"['https://www.semanticscholar.org/author/Frank-Hutter/144661829', 'https://www.semanticscholar.org/author/Stefan-Falkner/2154062', 'https://www.semanticscholar.org/author/Jost-Tobias-Springenberg/2060551', 'https://www.semanticscholar.org/author/Aaron-Klein/145227684']"
2017,Deep Information Propagation,11/4/2016,['https://www.semanticscholar.org/paper/Deep-Information-Propagation-Schoenholz-Gilmer/4fdc7df2c737141a1bf5aec27a438b77d01f8af0'],"['https://www.semanticscholar.org/author/Jascha-Sohl-Dickstein/1407546430', 'https://www.semanticscholar.org/author/Surya-Ganguli/25769960', 'https://www.semanticscholar.org/author/Justin-Gilmer/2058362', 'https://www.semanticscholar.org/author/Samuel-S.-Schoenholz/2601641']"
2017,Pruning Filters for Efficient ConvNets,8/31/2016,['https://www.semanticscholar.org/paper/Pruning-Filters-for-Efficient-ConvNets-Li-Kadav/c2a1cb1612ba21e067a5c3ba478a8d73b796b77a'],"['https://www.semanticscholar.org/author/Hanan-Samet/1719385', 'https://www.semanticscholar.org/author/Igor-Durdanovic/1844230', 'https://www.semanticscholar.org/author/Hans-Peter-Graf/1775043', 'https://www.semanticscholar.org/author/Asim-Kadav/2293919', 'https://www.semanticscholar.org/author/Hao-Li/1706574']"
2017,SGDR: Stochastic Gradient Descent with Warm Restarts,8/13/2016,"['https://www.semanticscholar.org/paper/SGDR%3A-Stochastic-Gradient-Descent-with-Warm-Loshchilov-Hutter/b022f2a277a4bf5f42382e86e4380b96340b9e86', 'https://www.semanticscholar.org/paper/SGDR%3A-Stochastic-Gradient-Descent-with-Restarts-Loshchilov-Hutter/1b7db8ad49f94da9b90db89bede5f27644bb9911']","['https://www.semanticscholar.org/author/Ilya-Loshchilov/1678656', 'https://www.semanticscholar.org/author/Frank-Hutter/144661829']"
2017,Program Synthesis for Character Level Language Modeling,4/24/2017,['https://www.semanticscholar.org/paper/Program-Synthesis-for-Character-Level-Language-Bielik-Raychev/de7e3537d974c2ca28e3ca130d531e5eb23eb79f'],"['https://www.semanticscholar.org/author/Pavol-Bielik/1689140', 'https://www.semanticscholar.org/author/Veselin-Raychev/1967472', 'https://www.semanticscholar.org/author/Martin-T.-Vechev/1736447']"
2017,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,3/8/2017,"['https://www.semanticscholar.org/paper/Learning-Invariant-Feature-Spaces-to-Transfer-with-Gupta-Devin/b9f8a1a9a5aec3dcdd155c4594f25274f6418e11', 'https://www.semanticscholar.org/paper/PACES-TO-T-RANS-FER-S-KILLS-WITH-R-EINFORCEMENT-L-Gupta-Devin/7f710932a0aa99f2c2ddbec6e7765f10c48d3fc2']","['https://www.semanticscholar.org/author/Coline-Devin/144373380', 'https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992', 'https://www.semanticscholar.org/author/Abhishek-Gupta/144150283', 'https://www.semanticscholar.org/author/Yuxuan-Liu/49421394']"
2017,On the Quantitative Analysis of Decoder-Based Generative Models,11/14/2016,['https://www.semanticscholar.org/paper/On-the-Quantitative-Analysis-of-Decoder-Based-Wu-Burda/858dc7408c27702ec42778599fc8d11f73ef3f76'],"['https://www.semanticscholar.org/author/Yuri-Burda/3080409', 'https://www.semanticscholar.org/author/Ruslan-Salakhutdinov/145124475', 'https://www.semanticscholar.org/author/Roger-B.-Grosse/1785346', 'https://www.semanticscholar.org/author/Yuhuai-Wu/3374063']"
2017,Tighter bounds lead to improved classifiers,6/29/2016,"['https://www.semanticscholar.org/paper/Tighter-bounds-lead-to-improved-classifiers-Roux/0020a29cd42db351fbfb3c8bb0fd6fa597d67b76', 'https://www.semanticscholar.org/paper/BOUNDS-LEAD-TO-IMPROVED-CLASSIFIERS-Roux/d7261a6d17a0fdc3bedb9380b7a8e2544a8b7142']",['https://www.semanticscholar.org/author/Nicolas-Le-Roux/7245737']
2017,Topology and Geometry of Half-Rectified Network Optimization,11/4/2016,['https://www.semanticscholar.org/paper/Topology-and-Geometry-of-Half-Rectified-Network-Freeman-Bruna/0f94591cc05e6f75c21749d507ef58d204f63b7d'],"['https://www.semanticscholar.org/author/Joan-Bruna/143627859', 'https://www.semanticscholar.org/author/C.-Daniel-Freeman/2800357']"
2017,Quasi-Recurrent Neural Networks,11/5/2016,['https://www.semanticscholar.org/paper/Quasi-Recurrent-Neural-Networks-Bradbury-Merity/2d876ed1dd2c58058d7197b734a8e4d349b8f231'],"['https://www.semanticscholar.org/author/Stephen-Merity/3375440', 'https://www.semanticscholar.org/author/Richard-Socher/2166511', 'https://www.semanticscholar.org/author/Caiming-Xiong/2228109', 'https://www.semanticscholar.org/author/James-Bradbury/40518045']"
2017,Pointer Sentinel Mixture Models,9/26/2016,['https://www.semanticscholar.org/paper/Pointer-Sentinel-Mixture-Models-Merity-Xiong/efbd381493bb9636f489b965a2034d529cd56bcd'],"['https://www.semanticscholar.org/author/Stephen-Merity/3375440', 'https://www.semanticscholar.org/author/Richard-Socher/2166511', 'https://www.semanticscholar.org/author/Caiming-Xiong/2228109', 'https://www.semanticscholar.org/author/James-Bradbury/40518045']"
2017,Learning to Generate Samples from Noise through Infusion Training,3/20/2017,['https://www.semanticscholar.org/paper/Learning-to-Generate-Samples-from-Noise-through-Bordes-Honari/d2860bb05f747e4628e95e4d84018263831bab0d'],"['https://www.semanticscholar.org/author/Pascal-Vincent/145467703', 'https://www.semanticscholar.org/author/Florian-Bordes/34651419', 'https://www.semanticscholar.org/author/Sina-Honari/25056820']"
2017,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,10/5/2016,['https://www.semanticscholar.org/paper/EPOpt%3A-Learning-Robust-Neural-Network-Policies-Rajeswaran-Ghotra/9228fa3b363229780da4cb1d258942e0c13c2947'],"['https://www.semanticscholar.org/author/Sergey-Levine/152198491', 'https://www.semanticscholar.org/author/Balaraman-Ravindran/1723632', 'https://www.semanticscholar.org/author/Aravind-Rajeswaran/19275599', 'https://www.semanticscholar.org/author/Sarvjeet-Ghotra/7686370']"
2017,Steerable CNNs,12/27/2016,['https://www.semanticscholar.org/paper/Steerable-CNNs-Cohen-Welling/db1207440d20104854464d51da4cf5f79c5de240'],"['https://www.semanticscholar.org/author/Taco-Cohen/2056266', 'https://www.semanticscholar.org/author/Max-Welling/1678311']"
2017,Learning to Perform Physics Experiments via Deep Reinforcement Learning,11/6/2016,['https://www.semanticscholar.org/paper/Learning-to-Perform-Physics-Experiments-via-Deep-Denil-Agrawal/3f3a8cf93c1e006616c38d6c34fbedf8eb0a50cc'],"['https://www.semanticscholar.org/author/Misha-Denil/1715051', 'https://www.semanticscholar.org/author/Nando-de-Freitas/1737568', 'https://www.semanticscholar.org/author/Tom-Erez/1968210', 'https://www.semanticscholar.org/author/Peter-W.-Battaglia/2019153', 'https://www.semanticscholar.org/author/Tejas-D.-Kulkarni/1954876', 'https://www.semanticscholar.org/author/Pulkit-Agrawal/33932184']"
2017,The Neural Noisy Channel,11/8/2016,['https://www.semanticscholar.org/paper/The-Neural-Noisy-Channel-Yu-Blunsom/d19b712f90cde698cc96ebd5fe291b410e3f0f9c'],"['https://www.semanticscholar.org/author/Chris-Dyer/1745899', 'https://www.semanticscholar.org/author/Edward-Grefenstette/1864353', 'https://www.semanticscholar.org/author/Phil-Blunsom/1685771', 'https://www.semanticscholar.org/author/Lei-Yu/11699366', 'https://www.semanticscholar.org/author/Tom%C3%A1s-Kocisk%C3%BD/2367821']"
2017,Learning to Compose Words into Sentences with Reinforcement Learning,11/28/2016,['https://www.semanticscholar.org/paper/Learning-to-Compose-Words-into-Sentences-with-Yogatama-Blunsom/599f7863721d542dcef2da49b41d82b21e4f80b3'],"['https://www.semanticscholar.org/author/Chris-Dyer/1745899', 'https://www.semanticscholar.org/author/Edward-Grefenstette/1864353', 'https://www.semanticscholar.org/author/Dani-Yogatama/1755465', 'https://www.semanticscholar.org/author/Phil-Blunsom/1685771', 'https://www.semanticscholar.org/author/Wang-Ling/144365797']"
2017,Semi-supervised Knowledge Transfer for Deep Learning from Private Training Data,10/18/2016,['https://www.semanticscholar.org/paper/Semi-supervised-Knowledge-Transfer-for-Deep-from-Papernot-Abadi/e70b9a38fcf8373865dd6e7b45e45cca7ff2eaa9'],"['https://www.semanticscholar.org/author/Nicolas-Papernot/1967156', 'https://www.semanticscholar.org/author/Ian-J.-Goodfellow/153440022', 'https://www.semanticscholar.org/author/%C3%9Alfar-Erlingsson/1758110', 'https://www.semanticscholar.org/author/Mart%C3%ADn-Abadi/145832079', 'https://www.semanticscholar.org/author/Kunal-Talwar/35210462']"
2017,Diet Networks: Thin Parameters for Fat Genomics,11/28/2016,"['https://www.semanticscholar.org/paper/Diet-Networks%3A-Thin-Parameters-for-Fat-Genomics-Romero-Carrier/a36d5dee672e66b5f4db9e9df7498ef89b4b9cf5', 'https://www.semanticscholar.org/paper/Diet-Networks%3A-Thin-Parameters-for-Fat-Genomic-Romero-Carrier/bfc2cc8be5c91f9a0e8bb41a46aa6f74c830dc1d']","['https://www.semanticscholar.org/author/Adriana-Romero/144290131', 'https://www.semanticscholar.org/author/Marie-Pierre-Dub%C3%A9/143895064', 'https://www.semanticscholar.org/author/Pierre-Luc-Carrier/153921980', 'https://www.semanticscholar.org/author/Marc-Andr%C3%A9-Legault/2352592', 'https://www.semanticscholar.org/author/Tristan-Sylvain/8118056', 'https://www.semanticscholar.org/author/Yoshua-Bengio/1751762', 'https://www.semanticscholar.org/author/Etienne-Dejoie/41328371', 'https://www.semanticscholar.org/author/Akram-Erraqabi/3429013', 'https://www.semanticscholar.org/author/Julie-G.-Hussin/31503506', 'https://www.semanticscholar.org/author/Alex-Auvolat/3082019']"
