authors_review,authors_links,author_stats
Tianshu Chu;Sandeep Chinchali;Sachin Katti,"['https://www.semanticscholar.org/author/Tianshu-Chu/2688276', 'https://www.semanticscholar.org/author/Sandeep-Chinchali/3102622', 'https://www.semanticscholar.org/author/Sachin-Katti/46443309']","[{'Publications': '54', 'h-index': '9', 'Citations': '372', 'Highly Influential Citations': '36'}, {'Publications': '10', 'h-index': '7', 'Citations': '199', 'Highly Influential Citations': '17'}, {'Publications': '8', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}]"
Yihe Dong;Piotr Indyk;Ilya Razenshteyn;Tal Wagner,"['https://www.semanticscholar.org/author/Yihe-Dong/145595795', 'https://www.semanticscholar.org/author/Piotr-Indyk/1688317', 'https://www.semanticscholar.org/author/Ilya-P.-Razenshteyn/2111443', 'https://www.semanticscholar.org/author/Tal-Wagner/39549368']","[{'Publications': '13', 'h-index': '3', 'Citations': '42', 'Highly Influential Citations': '2'}, {'Publications': '286', 'h-index': '66', 'Citations': '24,320', 'Highly Influential Citations': '3,234'}, {'Publications': '53', 'h-index': '18', 'Citations': '1,345', 'Highly Influential Citations': '126'}, {'Publications': '22', 'h-index': '6', 'Citations': '117', 'Highly Influential Citations': '18'}]"
Minshuo Chen;Yizhou Wang;Tianyi Liu;Zhuoran Yang;Xingguo Li;Zhaoran Wang;Tuo Zhao,"['https://www.semanticscholar.org/author/Minshuo-Chen/31277313', 'https://www.semanticscholar.org/author/Zhaoran-Wang/50218397', 'https://www.semanticscholar.org/author/Tianyi-Liu/2636832', 'https://www.semanticscholar.org/author/Zhuoran-Yang/150358650', 'https://www.semanticscholar.org/author/Xingguo-Li/50078946', '-1', 'https://www.semanticscholar.org/author/Tuo-Zhao/36345161']","[{'Publications': '21', 'h-index': '4', 'Citations': '58', 'Highly Influential Citations': '6'}, {'Publications': '26', 'h-index': '6', 'Citations': '108', 'Highly Influential Citations': '16'}, {'Publications': '10', 'h-index': '2', 'Citations': '35', 'Highly Influential Citations': '3'}, {'Publications': '41', 'h-index': '7', 'Citations': '182', 'Highly Influential Citations': '22'}, {'Publications': '77', 'h-index': '12', 'Citations': '606', 'Highly Influential Citations': '65'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '109', 'h-index': '19', 'Citations': '2,458', 'Highly Influential Citations': '205'}]"
Kaicheng Yu;Christian Sciuto;Martin Jaggi;Claudiu Musat;Mathieu Salzmann,"['https://www.semanticscholar.org/author/Kaicheng-Yu/9945144', 'https://www.semanticscholar.org/author/Christian-Sciuto/71865834', 'https://www.semanticscholar.org/author/Martin-Jaggi/2456863', 'https://www.semanticscholar.org/author/Claudiu-Musat/144620464', 'https://www.semanticscholar.org/author/Mathieu-Salzmann/2862871']","[{'Publications': '9', 'h-index': '5', 'Citations': '144', 'Highly Influential Citations': '13'}, {'Publications': '2', 'h-index': '1', 'Citations': '96', 'Highly Influential Citations': '8'}, {'Publications': '114', 'h-index': '27', 'Citations': '3,856', 'Highly Influential Citations': '577'}, {'Publications': '39', 'h-index': '6', 'Citations': '214', 'Highly Influential Citations': '30'}, {'Publications': '198', 'h-index': '42', 'Citations': '5,661', 'Highly Influential Citations': '623'}]"
George Stamatescu;Federica Gerace;Carlo Lucibello;Ian Fuss;Langford White,"['https://www.semanticscholar.org/author/George-Stamatescu/31600197', 'https://www.semanticscholar.org/author/Federica-Gerace/6978390', 'https://www.semanticscholar.org/author/Carlo-Lucibello/1975555', 'https://www.semanticscholar.org/author/Ian-G.-Fuss/50054524', 'https://www.semanticscholar.org/author/Langford-B.-White/2887308']","[{'Publications': '6', 'h-index': '2', 'Citations': '19', 'Highly Influential Citations': '1'}, {'Publications': '13', 'h-index': '4', 'Citations': '51', 'Highly Influential Citations': '3'}, {'Publications': '15', 'h-index': '6', 'Citations': '230', 'Highly Influential Citations': '14'}, {'Publications': '18', 'h-index': '5', 'Citations': '179', 'Highly Influential Citations': '19'}, {'Publications': '117', 'h-index': '14', 'Citations': '864', 'Highly Influential Citations': '59'}]"
Qian Long*;Zihan Zhou*;Abhinav Gupta;Fei Fang;Yi Wu†;Xiaolong Wang†,"['https://www.semanticscholar.org/author/Qian-Long/48548967', 'https://www.semanticscholar.org/author/Zihan-Zhou/2519795', '-1', 'https://www.semanticscholar.org/author/Fei-Fang/47324685', 'https://www.semanticscholar.org/author/Yi-Wu/87825240', 'https://www.semanticscholar.org/author/Xiaolong-Wang/39635018']","[{'Publications': '33', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '0'}, {'Publications': '71', 'h-index': '21', 'Citations': '2,095', 'Highly Influential Citations': '201'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '29', 'h-index': '5', 'Citations': '123', 'Highly Influential Citations': '2'}, {'Publications': '69', 'h-index': '4', 'Citations': '2,485', 'Highly Influential Citations': '736'}, {'Publications': '120', 'h-index': '18', 'Citations': '1,176', 'Highly Influential Citations': '92'}]"
Xin Xing;Long Sha;Pengyu Hong;Zuofeng Shang;Jun S. Liu,"['https://www.semanticscholar.org/author/Xin-Xing/144062928', 'https://www.semanticscholar.org/author/Long-Sha/1890048', 'https://www.semanticscholar.org/author/Pengyu-Hong/145595134', 'https://www.semanticscholar.org/author/Zuofeng-Shang/2030965', 'https://www.semanticscholar.org/author/Jun-S.-Liu/29380704']","[{'Publications': '9', 'h-index': '2', 'Citations': '28', 'Highly Influential Citations': '5'}, {'Publications': '32', 'h-index': '10', 'Citations': '318', 'Highly Influential Citations': '18'}, {'Publications': '92', 'h-index': '22', 'Citations': '1,805', 'Highly Influential Citations': '97'}, {'Publications': '44', 'h-index': '9', 'Citations': '212', 'Highly Influential Citations': '22'}, {'Publications': '339', 'h-index': '69', 'Citations': '25,180', 'Highly Influential Citations': '2,510'}]"
Chaoqi Wang;Guodong Zhang;Roger Grosse,"['https://www.semanticscholar.org/author/Chaoqi-Wang/1470679471', 'https://www.semanticscholar.org/author/Guodong-Zhang/46266081', 'https://www.semanticscholar.org/author/Roger-B.-Grosse/1785346']","[{'Publications': '2', 'h-index': '1', 'Citations': '12', 'Highly Influential Citations': '6'}, {'Publications': '16', 'h-index': '11', 'Citations': '1,335', 'Highly Influential Citations': '225'}, {'Publications': '51', 'h-index': '28', 'Citations': '5,791', 'Highly Influential Citations': '815'}]"
Moonkyung Ryu;Yinlam Chow;Ross Anderson;Christian Tjandraatmadja;Craig Boutilier,"['https://www.semanticscholar.org/author/Moonkyung-Ryu/34609551', 'https://www.semanticscholar.org/author/Yinlam-Chow/1819830', 'https://www.semanticscholar.org/author/Ross-Anderson/121732142', 'https://www.semanticscholar.org/author/Christian-Tjandraatmadja/144707259', 'https://www.semanticscholar.org/author/Craig-Boutilier/145646162']","[{'Publications': '8', 'h-index': '4', 'Citations': '59', 'Highly Influential Citations': '8'}, {'Publications': '50', 'h-index': '15', 'Citations': '763', 'Highly Influential Citations': '92'}, {'Publications': '24', 'h-index': '5', 'Citations': '352', 'Highly Influential Citations': '41'}, {'Publications': '17', 'h-index': '5', 'Citations': '123', 'Highly Influential Citations': '20'}, {'Publications': '276', 'h-index': '55', 'Citations': '14,037', 'Highly Influential Citations': '1,714'}]"
Amartya Sanyal;Philip H. Torr;Puneet K. Dokania,"['https://www.semanticscholar.org/author/Amartya-Sanyal/3494481', 'https://www.semanticscholar.org/author/Philip-H.-S.-Torr/143635540', 'https://www.semanticscholar.org/author/Puneet-K.-Dokania/1943570']","[{'Publications': '14', 'h-index': '3', 'Citations': '59', 'Highly Influential Citations': '4'}, {'Publications': '356', 'h-index': '84', 'Citations': '28,788', 'Highly Influential Citations': '3,878'}, {'Publications': '9', 'h-index': '4', 'Citations': '45', 'Highly Influential Citations': '6'}]"
Tao Lin;Sebastian U. Stich;Luis Barba;Daniil Dmitriev;Martin Jaggi,"['https://www.semanticscholar.org/author/Tao-Lin/145724662', 'https://www.semanticscholar.org/author/Sebastian-U.-Stich/2127057', 'https://www.semanticscholar.org/author/Luis-Barba/143880377', 'https://www.semanticscholar.org/author/Daniil-S.-Dmitriev/19212292', 'https://www.semanticscholar.org/author/Martin-Jaggi/2456863']","[{'Publications': '7', 'h-index': '6', 'Citations': '163', 'Highly Influential Citations': '17'}, {'Publications': '48', 'h-index': '16', 'Citations': '984', 'Highly Influential Citations': '142'}, {'Publications': '116', 'h-index': '14', 'Citations': '734', 'Highly Influential Citations': '32'}, {'Publications': '10', 'h-index': '1', 'Citations': '8', 'Highly Influential Citations': '1'}, {'Publications': '114', 'h-index': '27', 'Citations': '3,856', 'Highly Influential Citations': '577'}]"
Bowen Baker;Ingmar Kanitscheider;Todor Markov;Yi Wu;Glenn Powell;Bob McGrew;Igor Mordatch,"['https://www.semanticscholar.org/author/Bowen-Baker/40566201', 'https://www.semanticscholar.org/author/Ingmar-Kanitscheider/3151440', 'https://www.semanticscholar.org/author/Todor-Markov/14113256', 'https://www.semanticscholar.org/author/Yi-Wu/13841178', 'https://www.semanticscholar.org/author/Glenn-Powell/46818887', 'https://www.semanticscholar.org/author/Bob-McGrew/39593364', 'https://www.semanticscholar.org/author/Igor-Mordatch/2080746']","[{'Publications': '13', 'h-index': '7', 'Citations': '1,263', 'Highly Influential Citations': '149'}, {'Publications': '19', 'h-index': '10', 'Citations': '1,076', 'Highly Influential Citations': '106'}, {'Publications': '7', 'h-index': '2', 'Citations': '122', 'Highly Influential Citations': '19'}, {'Publications': '169', 'h-index': '14', 'Citations': '773', 'Highly Influential Citations': '32'}, {'Publications': '9', 'h-index': '4', 'Citations': '581', 'Highly Influential Citations': '57'}, {'Publications': '7', 'h-index': '7', 'Citations': '1,247', 'Highly Influential Citations': '180'}, {'Publications': '49', 'h-index': '27', 'Citations': '3,078', 'Highly Influential Citations': '351'}]"
Han Zhao;Amanda Coston;Tameem Adel;Geoffrey J. Gordon,"['https://www.semanticscholar.org/author/Han-Zhao/145034731', 'https://www.semanticscholar.org/author/Amanda-Coston/48577290', 'https://www.semanticscholar.org/author/Tameem-Adel/3168195', 'https://www.semanticscholar.org/author/Geoffrey-J.-Gordon/21889436']","[{'Publications': '91', 'h-index': '11', 'Citations': '853', 'Highly Influential Citations': '34'}, {'Publications': '12', 'h-index': '4', 'Citations': '22', 'Highly Influential Citations': '0'}, {'Publications': '25', 'h-index': '9', 'Citations': '443', 'Highly Influential Citations': '51'}, {'Publications': '186', 'h-index': '48', 'Citations': '10,736', 'Highly Influential Citations': '1,228'}]"
Daniel Ruffinelli;Samuel Broscheit;Rainer Gemulla,"['https://www.semanticscholar.org/author/Daniel-Ruffinelli/8792454', 'https://www.semanticscholar.org/author/Samuel-Broscheit/2966239', 'https://www.semanticscholar.org/author/Rainer-Gemulla/1777107']","[{'Publications': '11', 'h-index': '5', 'Citations': '79', 'Highly Influential Citations': '13'}, {'Publications': '16', 'h-index': '7', 'Citations': '121', 'Highly Influential Citations': '19'}, {'Publications': '69', 'h-index': '22', 'Citations': '2,531', 'Highly Influential Citations': '367'}]"
Kiante Brantley;Wen Sun;Mikael Henaff,"['https://www.semanticscholar.org/author/Kiant%C3%A9-Brantley/11963742', 'https://www.semanticscholar.org/author/Weidong-Sun/145814219', 'https://www.semanticscholar.org/author/Mikael-Henaff/39713408']","[{'Publications': '9', 'h-index': '4', 'Citations': '58', 'Highly Influential Citations': '4'}, {'Publications': '144', 'h-index': '17', 'Citations': '934', 'Highly Influential Citations': '33'}, {'Publications': '23', 'h-index': '14', 'Citations': '2,407', 'Highly Influential Citations': '204'}]"
Miguel Jaques;Michael Burke;Timothy Hospedales,"['https://www.semanticscholar.org/author/Miguel-Jaques/50425877', 'https://www.semanticscholar.org/author/Michael-Burke/152422954', 'https://www.semanticscholar.org/author/Timothy-M.-Hospedales/79456794']","[{'Publications': '4', 'h-index': '2', 'Citations': '14', 'Highly Influential Citations': '1'}, {'Publications': '61', 'h-index': '15', 'Citations': '731', 'Highly Influential Citations': '54'}, {'Publications': '31', 'h-index': '9', 'Citations': '384', 'Highly Influential Citations': '34'}]"
Ignasi Clavera;Yao Fu;Pieter Abbeel,"['https://www.semanticscholar.org/author/Ignasi-Clavera/15593386', 'https://www.semanticscholar.org/author/Yao-Fu/48467558', 'https://www.semanticscholar.org/author/Pieter-Abbeel/1689992']","[{'Publications': '15', 'h-index': '8', 'Citations': '437', 'Highly Influential Citations': '57'}, {'Publications': '49', 'h-index': '8', 'Citations': '157', 'Highly Influential Citations': '9'}, {'Publications': '438', 'h-index': '94', 'Citations': '37,294', 'Highly Influential Citations': '4,481'}]"
Peter Sorrenson;Carsten Rother;Ullrich Köthe,"['https://www.semanticscholar.org/author/Peter-Sorrenson/147845044', 'https://www.semanticscholar.org/author/Carsten-Rother/150063676', 'https://www.semanticscholar.org/author/Ullrich-K%C3%B6the/1708103']","[{'Publications': '4', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '34', 'h-index': '6', 'Citations': '360', 'Highly Influential Citations': '38'}, {'Publications': '111', 'h-index': '24', 'Citations': '3,025', 'Highly Influential Citations': '244'}]"
Akash Srivastava;Kai Xu;Michael U. Gutmann;Charles Sutton,"['https://www.semanticscholar.org/author/Akash-Srivastava/2018087', 'https://www.semanticscholar.org/author/Kai-Xu/1384602097', 'https://www.semanticscholar.org/author/Michael-U.-Gutmann/145992652', 'https://www.semanticscholar.org/author/Charles-Sutton/152549864']","[{'Publications': '49', 'h-index': '7', 'Citations': '490', 'Highly Influential Citations': '99'}, {'Publications': '69', 'h-index': '11', 'Citations': '600', 'Highly Influential Citations': '35'}, {'Publications': '45', 'h-index': '14', 'Citations': '765', 'Highly Influential Citations': '100'}, {'Publications': '18', 'h-index': '3', 'Citations': '50', 'Highly Influential Citations': '4'}]"
Jiachen Yang;Alireza Nakhaei;David Isele;Kikuo Fujimura;Hongyuan Zha,"['https://www.semanticscholar.org/author/Jiachen-Yang/3021550', 'https://www.semanticscholar.org/author/Alireza-Nakhaei/2148583', 'https://www.semanticscholar.org/author/David-Isele/3431333', 'https://www.semanticscholar.org/author/Kikuo-Fujimura/35047644', 'https://www.semanticscholar.org/author/Hongyuan-Zha/145203884']","[{'Publications': '149', 'h-index': '20', 'Citations': '1,578', 'Highly Influential Citations': '46'}, {'Publications': '43', 'h-index': '10', 'Citations': '363', 'Highly Influential Citations': '19'}, {'Publications': '24', 'h-index': '7', 'Citations': '262', 'Highly Influential Citations': '13'}, {'Publications': '161', 'h-index': '28', 'Citations': '3,894', 'Highly Influential Citations': '227'}, {'Publications': '408', 'h-index': '62', 'Citations': '14,480', 'Highly Influential Citations': '1,225'}]"
Kyungsun Lim;Nyeong-Ho Shin;Young-Yoon Lee;Chang-Su Kim,"['https://www.semanticscholar.org/author/Kyungsun-Lim/26969348', 'https://www.semanticscholar.org/author/Nyeong-Ho-Shin/1580007196', 'https://www.semanticscholar.org/author/Young-Yoon-Lee/2473301', 'https://www.semanticscholar.org/author/Chang-su-Kim/145040490']","[{'Publications': '4', 'h-index': '2', 'Citations': '31', 'Highly Influential Citations': '5'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '22', 'h-index': '8', 'Citations': '184', 'Highly Influential Citations': '18'}, {'Publications': '18', 'h-index': '4', 'Citations': '74', 'Highly Influential Citations': '4'}]"
Maria-Florina Balcan;Travis Dick;Manuel Lang,"['https://www.semanticscholar.org/author/Maria-Florina-Balcan/1745410', 'https://www.semanticscholar.org/author/Travis-Dick/35323166', 'https://www.semanticscholar.org/author/Manuel-Lang/48033193']","[{'Publications': '178', 'h-index': '40', 'Citations': '5,098', 'Highly Influential Citations': '480'}, {'Publications': '12', 'h-index': '3', 'Citations': '17', 'Highly Influential Citations': '2'}, {'Publications': '11', 'h-index': '7', 'Citations': '428', 'Highly Influential Citations': '26'}]"
