authors_review,authors_links,author_stats
Bailin Wang*;Richard Shin*;Xiaodong Liu;Oleksandr Polozov;Matthew Richardson,"['https://www.semanticscholar.org/author/Bailin-Wang/5535859', 'https://www.semanticscholar.org/author/Richard-Shin/39428234', 'https://www.semanticscholar.org/author/Xiaodong-Liu/46522098', 'https://www.semanticscholar.org/author/Oleksandr-Polozov/2636739', 'https://www.semanticscholar.org/author/Margot-Richardson/51027652']","[{'Publications': '7', 'h-index': '4', 'Citations': '92', 'Highly Influential Citations': '17'}, {'Publications': '29', 'h-index': '10', 'Citations': '298', 'Highly Influential Citations': '29'}, {'Publications': '171', 'h-index': '20', 'Citations': '1,839', 'Highly Influential Citations': '243'}, {'Publications': '22', 'h-index': '9', 'Citations': '577', 'Highly Influential Citations': '47'}, {'Publications': '25', 'h-index': '7', 'Citations': '528', 'Highly Influential Citations': '49'}]"
Chaowei Xiao;Mingjie Sun;Haonan Qiu;Han Liu;Mingyan Liu;Bo Li,"['https://www.semanticscholar.org/author/Chaowei-Xiao/2723309', 'https://www.semanticscholar.org/author/Mingjie-Sun/2984183', 'https://www.semanticscholar.org/author/Haonan-Qiu/31567595', 'https://www.semanticscholar.org/author/Han-Lian-Liu/1557362855', 'https://www.semanticscholar.org/author/Mingyan-Liu/46331807', 'https://www.semanticscholar.org/author/Bo-Li/46708584']","[{'Publications': '31', 'h-index': '13', 'Citations': '1,449', 'Highly Influential Citations': '151'}, {'Publications': '34', 'h-index': '9', 'Citations': '458', 'Highly Influential Citations': '55'}, {'Publications': '10', 'h-index': '3', 'Citations': '38', 'Highly Influential Citations': '2'}, {'Publications': '28', 'h-index': '2', 'Citations': '13', 'Highly Influential Citations': '0'}, {'Publications': '30', 'h-index': '5', 'Citations': '234', 'Highly Influential Citations': '12'}, {'Publications': '147', 'h-index': '9', 'Citations': '266', 'Highly Influential Citations': '32'}]"
Yuheng Zhang;Ruoxi Jia;Hengzhi Pei;Wenxiao Wang;Bo Li;Dawn Song,"['https://www.semanticscholar.org/author/Yuheng-Zhang/46868299', 'https://www.semanticscholar.org/author/Ruoxi-Jia/39823639', 'https://www.semanticscholar.org/author/Hengzhi-Pei/146922081', 'https://www.semanticscholar.org/author/Wenxiao-Wang/47825356', 'https://www.semanticscholar.org/author/Bo-Li/46708584', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382']","[{'Publications': '27', 'h-index': '6', 'Citations': '84', 'Highly Influential Citations': '5'}, {'Publications': '36', 'h-index': '13', 'Citations': '424', 'Highly Influential Citations': '27'}, {'Publications': '5', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '2'}, {'Publications': '19', 'h-index': '6', 'Citations': '178', 'Highly Influential Citations': '4'}, {'Publications': '147', 'h-index': '9', 'Citations': '266', 'Highly Influential Citations': '32'}, {'Publications': '279', 'h-index': '100', 'Citations': '40,714', 'Highly Influential Citations': '3,986'}]"
Dian Yu;Chandra Khatri;Alexandros Papangelis;Mahdi Namazifar;Andrea Madotto;Huaixiu Zheng;Gokhan Tur,"['https://www.semanticscholar.org/author/Dian-Yu/150978762', 'https://www.semanticscholar.org/author/Chandra-Khatri/144011343', 'https://www.semanticscholar.org/author/Alexandros-Papangelis/1710287', 'https://www.semanticscholar.org/author/Mahdi-Namazifar/2171886', 'https://www.semanticscholar.org/author/Andrea-Madotto/3064807', 'https://www.semanticscholar.org/author/Huaixiu-Zheng/3172630', 'https://www.semanticscholar.org/author/Gokhan-Tur/5108268']","[{'Publications': '12', 'h-index': '3', 'Citations': '51', 'Highly Influential Citations': '3'}, {'Publications': '29', 'h-index': '8', 'Citations': '324', 'Highly Influential Citations': '22'}, {'Publications': '48', 'h-index': '9', 'Citations': '290', 'Highly Influential Citations': '13'}, {'Publications': '17', 'h-index': '4', 'Citations': '95', 'Highly Influential Citations': '6'}, {'Publications': '42', 'h-index': '10', 'Citations': '398', 'Highly Influential Citations': '53'}, {'Publications': '41', 'h-index': '14', 'Citations': '1,054', 'Highly Influential Citations': '38'}, {'Publications': '58', 'h-index': '14', 'Citations': '1,318', 'Highly Influential Citations': '106'}]"
So Yeon Min;Preethi Raghavan;Peter Szolovits,"['https://www.semanticscholar.org/author/So-Yeon-Min/2370310', 'https://www.semanticscholar.org/author/Preethi-Raghavan/30088877', 'https://www.semanticscholar.org/author/Peter-Szolovits/1679873']","[{'Publications': '14', 'h-index': '4', 'Citations': '39', 'Highly Influential Citations': '0'}, {'Publications': '27', 'h-index': '9', 'Citations': '433', 'Highly Influential Citations': '17'}, {'Publications': '247', 'h-index': '43', 'Citations': '9,683', 'Highly Influential Citations': '600'}]"
Guoqing Zheng;Ahmed Hassan Awadallah;Susan Dumais,"['https://www.semanticscholar.org/author/Guoqing-Zheng/2250250', 'https://www.semanticscholar.org/author/Ahmed-Hassan-Awadallah/1977489', 'https://www.semanticscholar.org/author/Susan-T.-Dumais/1728602']","[{'Publications': '41', 'h-index': '11', 'Citations': '753', 'Highly Influential Citations': '67'}, {'Publications': '121', 'h-index': '26', 'Citations': '2,356', 'Highly Influential Citations': '178'}, {'Publications': '318', 'h-index': '82', 'Citations': '36,306', 'Highly Influential Citations': '3,499'}]"
Tian Jin*;Zhun Liu*;Shengjia Yan;Alexandre Eichenberger;Louis-Philippe Morency,"['https://www.semanticscholar.org/author/Tian-Jin/144821367', 'https://www.semanticscholar.org/author/Zhun-Liu/2987266', 'https://www.semanticscholar.org/author/Shengjia-Yan/7189885', 'https://www.semanticscholar.org/author/Alexandre-E.-Eichenberger/1985764', 'https://www.semanticscholar.org/author/Louis-Philippe-Morency/49933077']","[{}, {'Publications': '33', 'h-index': '5', 'Citations': '85', 'Highly Influential Citations': '1'}, {'Publications': '3', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '1'}, {'Publications': '57', 'h-index': '21', 'Citations': '1,438', 'Highly Influential Citations': '113'}, {'Publications': '327', 'h-index': '55', 'Citations': '11,542', 'Highly Influential Citations': '1,147'}]"
Jifan Chen;Shih-ting Lin;Greg Durrett,"['https://www.semanticscholar.org/author/Jifan-Chen/3100431', 'https://www.semanticscholar.org/author/Shih-Ting-Lin/2044645', 'https://www.semanticscholar.org/author/Greg-Durrett/1814094']","[{'Publications': '15', 'h-index': '6', 'Citations': '214', 'Highly Influential Citations': '21'}, {'Publications': '55', 'h-index': '7', 'Citations': '167', 'Highly Influential Citations': '6'}, {'Publications': '49', 'h-index': '17', 'Citations': '1,306', 'Highly Influential Citations': '162'}]"
Amir Zadeh;Chengfeng Mao;Jiaxin Shi;Yiwei Zhang;Paul Pu Liang;Soujanya Poria;Louis-Philippe Morency,"['https://www.semanticscholar.org/author/Amir-Zadeh/144802290', 'https://www.semanticscholar.org/author/Chengfeng-Mao/1429197894', 'https://www.semanticscholar.org/author/Kelly-Shi/1429262863', 'https://www.semanticscholar.org/author/Yiwei-Zhang/1591133899', 'https://www.semanticscholar.org/author/Paul-Pu-Liang/28130078', 'https://www.semanticscholar.org/author/Soujanya-Poria/1382302885', 'https://www.semanticscholar.org/author/Louis-Philippe-Morency/49933077']","[{'Publications': '40', 'h-index': '16', 'Citations': '1,547', 'Highly Influential Citations': '255'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '14', 'h-index': '4', 'Citations': '78', 'Highly Influential Citations': '1'}, {'Publications': '44', 'h-index': '13', 'Citations': '672', 'Highly Influential Citations': '109'}, {'Publications': '11', 'h-index': '2', 'Citations': '378', 'Highly Influential Citations': '26'}, {'Publications': '327', 'h-index': '55', 'Citations': '11,542', 'Highly Influential Citations': '1,147'}]"
Qingqing Cao;Harsh Trivedi;Aruna Balasubramanian;Niranjan Balasubramanian,"['https://www.semanticscholar.org/author/Qingqing-Cao/31961604', 'https://www.semanticscholar.org/author/Harsh-Trivedi/6365809', 'https://www.semanticscholar.org/author/Aruna-Balasubramanian/143859272', 'https://www.semanticscholar.org/author/Niranjan-Balasubramanian/35217367']","[{'Publications': '23', 'h-index': '5', 'Citations': '112', 'Highly Influential Citations': '10'}, {'Publications': '41', 'h-index': '8', 'Citations': '214', 'Highly Influential Citations': '8'}, {'Publications': '66', 'h-index': '19', 'Citations': '6,612', 'Highly Influential Citations': '749'}, {'Publications': '63', 'h-index': '15', 'Citations': '1,760', 'Highly Influential Citations': '186'}]"
Daniela Gerz;Ivan Vulić;Marek Rei;Roi Reichart;Anna Korhonen,"['https://www.semanticscholar.org/author/Daniela-Gerz/3451461', 'https://www.semanticscholar.org/author/Ivan-Vulic/1747849', 'https://www.semanticscholar.org/author/Marek-Rei/145687301', 'https://www.semanticscholar.org/author/Roi-Reichart/1762757', 'https://www.semanticscholar.org/author/Anna-Korhonen/145762465']","[{'Publications': '14', 'h-index': '7', 'Citations': '286', 'Highly Influential Citations': '52'}, {'Publications': '139', 'h-index': '27', 'Citations': '2,401', 'Highly Influential Citations': '291'}, {'Publications': '42', 'h-index': '13', 'Citations': '768', 'Highly Influential Citations': '69'}, {'Publications': '105', 'h-index': '24', 'Citations': '2,892', 'Highly Influential Citations': '353'}, {'Publications': '50', 'h-index': '9', 'Citations': '431', 'Highly Influential Citations': '42'}]"
Andrea Madotto;Zhaojiang Lin;Chien-Sheng Wu;Jamin Shin;Pascale Fung,"['https://www.semanticscholar.org/author/Andrea-Madotto/3064807', 'https://www.semanticscholar.org/author/Zhaojiang-Lin/100466830', 'https://www.semanticscholar.org/author/Chien-Sheng-Wu/30340989', 'https://www.semanticscholar.org/author/Jamin-Shin/51228826', 'https://www.semanticscholar.org/author/Pascale-Fung/40539650']","[{'Publications': '42', 'h-index': '10', 'Citations': '398', 'Highly Influential Citations': '53'}, {'Publications': '20', 'h-index': '6', 'Citations': '102', 'Highly Influential Citations': '8'}, {'Publications': '30', 'h-index': '10', 'Citations': '420', 'Highly Influential Citations': '61'}, {'Publications': '15', 'h-index': '5', 'Citations': '102', 'Highly Influential Citations': '9'}, {'Publications': '50', 'h-index': '8', 'Citations': '235', 'Highly Influential Citations': '35'}]"
Bhargav Upadhyay;Akhilesh Sudhakar;Arjun Maheswaran,"['-1', '-1', '-1']","[{'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}]"
Sanqiang Zhao;Raghav Gupta;Yang Song;Denny Zhou,"['https://www.semanticscholar.org/author/Sanqiang-Zhao/3038511', 'https://www.semanticscholar.org/author/Raghav-Gupta/47495799', 'https://www.semanticscholar.org/author/Yang-Song/103618146', 'https://www.semanticscholar.org/author/Denny-Zhou/65855107']","[{'Publications': '33', 'h-index': '12', 'Citations': '1,238', 'Highly Influential Citations': '154'}, {'Publications': '44', 'h-index': '10', 'Citations': '475', 'Highly Influential Citations': '54'}, {'Publications': '31', 'h-index': '6', 'Citations': '141', 'Highly Influential Citations': '12'}, {'Publications': '11', 'h-index': '5', 'Citations': '74', 'Highly Influential Citations': '10'}]"
Yen-Chun Chen;Zhe Gan;Yu Cheng;Jingzhou Liu;Jingjing Liu,"['https://www.semanticscholar.org/author/Yen-Chun-Chen/2378902', 'https://www.semanticscholar.org/author/Zhe-Gan/144702900', 'https://www.semanticscholar.org/author/Yu-Cheng/117849726', 'https://www.semanticscholar.org/author/Jingzhou-Liu/71776838', 'https://www.semanticscholar.org/author/Jingzhou-Liu/71776838']","[{'Publications': '11', 'h-index': '6', 'Citations': '308', 'Highly Influential Citations': '51'}, {'Publications': '85', 'h-index': '26', 'Citations': '2,385', 'Highly Influential Citations': '330'}, {'Publications': '21', 'h-index': '11', 'Citations': '1,145', 'Highly Influential Citations': '37'}, {'Publications': '7', 'h-index': '3', 'Citations': '186', 'Highly Influential Citations': '34'}, {'Publications': '7', 'h-index': '3', 'Citations': '186', 'Highly Influential Citations': '34'}]"
Fredrik K. Gustafsson;Martin Danelljan;Goutam Bhat;Thomas B. Schön,"['https://www.semanticscholar.org/author/Fredrik-K.-Gustafsson/1389865964', 'https://www.semanticscholar.org/author/Martin-Danelljan/2488938', 'https://www.semanticscholar.org/author/Goutam-Bhat/49922196', 'https://www.semanticscholar.org/author/Thomas-Bo-Sch%C3%B6n/1802623']","[{'Publications': '5', 'h-index': '2', 'Citations': '21', 'Highly Influential Citations': '4'}, {'Publications': '68', 'h-index': '23', 'Citations': '7,882', 'Highly Influential Citations': '1,860'}, {'Publications': '23', 'h-index': '10', 'Citations': '1,581', 'Highly Influential Citations': '445'}, {'Publications': '234', 'h-index': '34', 'Citations': '4,699', 'Highly Influential Citations': '352'}]"
Zechun Liu;Xiangyu Zhang;Zhe Li;Yichen Wei;Kwang-Ting Cheng;Jian Sun,"['https://www.semanticscholar.org/author/Zechun-Liu/3237067', 'https://www.semanticscholar.org/author/Xiangyu-Zhang/1771551', 'https://www.semanticscholar.org/author/Zhe-Li/1410238557', 'https://www.semanticscholar.org/author/Yichen-Wei/1732264', 'https://www.semanticscholar.org/author/Kwang-Ting-Cheng/145210800', 'https://www.semanticscholar.org/author/Jian-Tao-Sun/2084926']","[{'Publications': '18', 'h-index': '7', 'Citations': '343', 'Highly Influential Citations': '63'}, {'Publications': '330', 'h-index': '46', 'Citations': '66,943', 'Highly Influential Citations': '12,294'}, {'Publications': '26', 'h-index': '2', 'Citations': '103', 'Highly Influential Citations': '8'}, {'Publications': '80', 'h-index': '38', 'Citations': '9,307', 'Highly Influential Citations': '1,582'}, {'Publications': '43', 'h-index': '11', 'Citations': '353', 'Highly Influential Citations': '24'}, {'Publications': '231', 'h-index': '28', 'Citations': '4,376', 'Highly Influential Citations': '304'}]"
Zhengbao Jiang;Wei Xu;Jun Araki;Graham Neubig,"['https://www.semanticscholar.org/author/Zhengbao-Jiang/2669515', 'https://www.semanticscholar.org/author/Wei-Xu/40515617', 'https://www.semanticscholar.org/author/Jun-Araki/50007145', 'https://www.semanticscholar.org/author/Graham-Neubig/1700325']","[{'Publications': '12', 'h-index': '5', 'Citations': '70', 'Highly Influential Citations': '9'}, {'Publications': '199', 'h-index': '15', 'Citations': '1,700', 'Highly Influential Citations': '152'}, {'Publications': '26', 'h-index': '9', 'Citations': '218', 'Highly Influential Citations': '23'}, {'Publications': '443', 'h-index': '38', 'Citations': '5,539', 'Highly Influential Citations': '566'}]"
Minkyo Seo;Yoonho Lee;Suha Kwak,"['-1', '-1', '-1']","[{'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}]"
Yu-Wei Chao;Jimei Yang;Weifeng Chen;Jia Deng,"['https://www.semanticscholar.org/author/Yu-Wei-Chao/2820136', 'https://www.semanticscholar.org/author/Jimei-Yang/1768964', 'https://www.semanticscholar.org/author/Weifeng-Chen/1732404', 'https://www.semanticscholar.org/author/Jia-Deng/48550285']","[{'Publications': '23', 'h-index': '12', 'Citations': '974', 'Highly Influential Citations': '139'}, {'Publications': '75', 'h-index': '36', 'Citations': '5,727', 'Highly Influential Citations': '872'}, {'Publications': '97', 'h-index': '18', 'Citations': '1,119', 'Highly Influential Citations': '87'}, {'Publications': '26', 'h-index': '5', 'Citations': '95', 'Highly Influential Citations': '1'}]"
Khoi Nguyen;Sinisa Todorovic,"['https://www.semanticscholar.org/author/Khoi-Nguyen/144295869', 'https://www.semanticscholar.org/author/Sinisa-Todorovic/143856428']","[{'Publications': '62', 'h-index': '17', 'Citations': '930', 'Highly Influential Citations': '51'}, {'Publications': '152', 'h-index': '39', 'Citations': '4,795', 'Highly Influential Citations': '355'}]"
Rishi Bommasani;Kelly Davis;Claire Cardie,"['https://www.semanticscholar.org/author/Rishi-Bommasani/150272855', 'https://www.semanticscholar.org/author/Kelly-Davis/46966871', 'https://www.semanticscholar.org/author/Claire-Cardie/1748501']","[{'Publications': '4', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '17', 'h-index': '6', 'Citations': '158', 'Highly Influential Citations': '7'}, {'Publications': '224', 'h-index': '57', 'Citations': '15,913', 'Highly Influential Citations': '1,481'}]"
Daniel C. Michelin;Jonathan K. Kummerfeld;Kevin Leach;Stefan Larson;Yunqi Zhang;Joeseph J. Peper,"['https://www.semanticscholar.org/author/Daniel-Michelin/115105372', 'https://www.semanticscholar.org/author/Jonathan-K.-Kummerfeld/1727211', 'https://www.semanticscholar.org/author/Kevin-Leach/145047361', 'https://www.semanticscholar.org/author/Stefan-Larson/92963185', 'https://www.semanticscholar.org/author/Yunqi-Zhang/3216153', 'https://www.semanticscholar.org/author/Joeseph-J.-Peper/1581950705']","[{'Publications': '3', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '39', 'h-index': '15', 'Citations': '620', 'Highly Influential Citations': '65'}, {'Publications': '19', 'h-index': '6', 'Citations': '269', 'Highly Influential Citations': '14'}, {'Publications': '5', 'h-index': '2', 'Citations': '13', 'Highly Influential Citations': '5'}, {'Publications': '62', 'h-index': '11', 'Citations': '788', 'Highly Influential Citations': '62'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Gil Avraham;Yan Zuo;Tom Drummond,"['-1', '-1', '-1']","[{'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}]"
Lanlan Liu;Mingzhe Wang;Jia Deng,"['https://www.semanticscholar.org/author/Lanlan-Liu/46457894', 'https://www.semanticscholar.org/author/Ming-Zhe-Wang/50468606', 'https://www.semanticscholar.org/author/Jia-Deng/1482419208']","[{'Publications': '4', 'h-index': '2', 'Citations': '6', 'Highly Influential Citations': '0'}, {'Publications': '9', 'h-index': '3', 'Citations': '22', 'Highly Influential Citations': '4'}, {'Publications': '6', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}]"
Zhiqing Sun;Hongkun Yu;Xiaodan Song;Renjie Liu;Yiming Yang;Denny Zhou,"['https://www.semanticscholar.org/author/Zhiqing-Sun/48064856', 'https://www.semanticscholar.org/author/Hongkun-Yu/40244451', 'https://www.semanticscholar.org/author/Xiaodan-Song/1718192', 'https://www.semanticscholar.org/author/Renjie-Liu/151498179', 'https://www.semanticscholar.org/author/Yiming-Yang/35729970', 'https://www.semanticscholar.org/author/Denny-Zhou/65855107']","[{'Publications': '14', 'h-index': '6', 'Citations': '201', 'Highly Influential Citations': '72'}, {'Publications': '15', 'h-index': '4', 'Citations': '96', 'Highly Influential Citations': '12'}, {'Publications': '48', 'h-index': '17', 'Citations': '4,464', 'Highly Influential Citations': '307'}, {'Publications': '8', 'h-index': '2', 'Citations': '14', 'Highly Influential Citations': '4'}, {'Publications': '273', 'h-index': '51', 'Citations': '23,549', 'Highly Influential Citations': '2,656'}, {'Publications': '11', 'h-index': '5', 'Citations': '74', 'Highly Influential Citations': '10'}]"
Lili Yu;Howard Chen;Sida I. Wang;Yoav Artzi;Tao Lei,"['https://www.semanticscholar.org/author/Lili-Yu/49297123', 'https://www.semanticscholar.org/author/Howard-Chen/27936309', 'https://www.semanticscholar.org/author/Sida-Wang/16230274', 'https://www.semanticscholar.org/author/Yoav-Artzi/3167681', 'https://www.semanticscholar.org/author/Tao-Lei/49986267']","[{'Publications': '31', 'h-index': '6', 'Citations': '118', 'Highly Influential Citations': '12'}, {'Publications': '4', 'h-index': '1', 'Citations': '66', 'Highly Influential Citations': '18'}, {'Publications': '5', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '45', 'h-index': '23', 'Citations': '2,288', 'Highly Influential Citations': '334'}, {'Publications': '34', 'h-index': '14', 'Citations': '1,306', 'Highly Influential Citations': '224'}]"
An Yan;Xin Wang;Jiangtao Feng;Lei Li;William Wang,"['https://www.semanticscholar.org/author/An-Yan/47837986', 'https://www.semanticscholar.org/author/Xin-Wang/72541452', 'https://www.semanticscholar.org/author/Jiangtao-Feng/2093485', '-1', 'https://www.semanticscholar.org/author/William-Yang-Wang/1682479']","[{'Publications': '32', 'h-index': '5', 'Citations': '809', 'Highly Influential Citations': '53'}, {'Publications': '165', 'h-index': '10', 'Citations': '529', 'Highly Influential Citations': '40'}, {'Publications': '11', 'h-index': '3', 'Citations': '31', 'Highly Influential Citations': '1'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '128', 'h-index': '29', 'Citations': '2,423', 'Highly Influential Citations': '289'}]"
Eric Steinberger,['https://www.semanticscholar.org/author/Eric-Steinberger/66061851'],"[{'Publications': '3', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '2'}]"
Shrimai Prabhumoye;Margaret Li;Jack Urbanek;Emily Dinan;Douwe Kiela;Jason Weston;Arthur Szlam,"['https://www.semanticscholar.org/author/Shrimai-Prabhumoye/9358910', 'https://www.semanticscholar.org/author/Margaret-Li/6649233', 'https://www.semanticscholar.org/author/Jack-Urbanek/39219656', 'https://www.semanticscholar.org/author/Emily-Dinan/31461304', 'https://www.semanticscholar.org/author/Douwe-Kiela/1743722', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', 'https://www.semanticscholar.org/author/Arthur-Szlam/3149531']","[{'Publications': '22', 'h-index': '5', 'Citations': '281', 'Highly Influential Citations': '55'}, {'Publications': '6', 'h-index': '4', 'Citations': '79', 'Highly Influential Citations': '19'}, {'Publications': '8', 'h-index': '5', 'Citations': '369', 'Highly Influential Citations': '78'}, {'Publications': '19', 'h-index': '8', 'Citations': '606', 'Highly Influential Citations': '127'}, {'Publications': '80', 'h-index': '30', 'Citations': '3,572', 'Highly Influential Citations': '604'}, {'Publications': '242', 'h-index': '79', 'Citations': '49,317', 'Highly Influential Citations': '5,926'}, {'Publications': '87', 'h-index': '35', 'Citations': '9,288', 'Highly Influential Citations': '971'}]"
Tianlu Wang;Xi Victoria Lin;Nazneen Fatema Rajani;Vicente Ordonez;Caimng Xiong,"['https://www.semanticscholar.org/author/Tianlu-Wang/3456473', 'https://www.semanticscholar.org/author/Xi-Victoria-Lin/143724481', 'https://www.semanticscholar.org/author/Nazneen-Fatema-Rajani/8937909', 'https://www.semanticscholar.org/author/Vicente-Ordonez/2004053', 'https://www.semanticscholar.org/author/Caimng-Xiong/1576585374']","[{'Publications': '40', 'h-index': '13', 'Citations': '706', 'Highly Influential Citations': '72'}, {'Publications': '11', 'h-index': '8', 'Citations': '260', 'Highly Influential Citations': '36'}, {'Publications': '20', 'h-index': '6', 'Citations': '148', 'Highly Influential Citations': '11'}, {'Publications': '56', 'h-index': '20', 'Citations': '4,226', 'Highly Influential Citations': '492'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}]"
Miruna Pîslar;Marek Rei,"['-1', '-1']","[{'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}]"
Jambay Kinley;Yuntian Deng;Alexander M. Rush,"['-1', '-1', '-1']","[{'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '-1', 'Citations': '-1', 'h-index': '-1', 'Highly Influenced Papers': '-1'}]"
John Morris;Eli Lifland;Ji Gao;Jack Lanchantin;Yangfeng Ji;Yanjun Qi,"['-1', 'https://www.semanticscholar.org/author/Eli-Lifland/1453652787', 'https://www.semanticscholar.org/author/Ji-Gao/38637026', 'https://www.semanticscholar.org/author/Jack-Lanchantin/3369052', 'https://www.semanticscholar.org/author/Yangfeng-Ji/40608686', 'https://www.semanticscholar.org/author/Yanjun-Qi/121817403']","[{'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}, {'Publications': '5', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '22', 'h-index': '5', 'Citations': '512', 'Highly Influential Citations': '15'}, {'Publications': '25', 'h-index': '8', 'Citations': '930', 'Highly Influential Citations': '35'}, {'Publications': '33', 'h-index': '17', 'Citations': '1,978', 'Highly Influential Citations': '218'}, {'Publications': '24', 'h-index': '8', 'Citations': '1,143', 'Highly Influential Citations': '42'}]"
Vishwajeet Kumar;Raktim Chaki;Sai Teja Talluri;Ganesh Ramakrishnan;Yuan-Fang Li;Gholamreza Haffari,"['https://www.semanticscholar.org/author/Vishwajeet-Kumar/49533047', 'https://www.semanticscholar.org/author/Raktim-Chaki/144563390', 'https://www.semanticscholar.org/author/Sai-Teja-Talluri/1396900188', 'https://www.semanticscholar.org/author/Ganesh-Ramakrishnan/145799547', 'https://www.semanticscholar.org/author/Yuan-Fang-Li/4495301', 'https://www.semanticscholar.org/author/Gholamreza-Haffari/2561045']","[{'Publications': '14', 'h-index': '4', 'Citations': '35', 'Highly Influential Citations': '3'}, {'Publications': '2', 'h-index': '1', 'Citations': '7', 'Highly Influential Citations': '2'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '140', 'h-index': '16', 'Citations': '1,237', 'Highly Influential Citations': '90'}, {'Publications': '102', 'h-index': '15', 'Citations': '1,004', 'Highly Influential Citations': '84'}, {'Publications': '132', 'h-index': '24', 'Citations': '1,889', 'Highly Influential Citations': '156'}]"
Antonios Anastasopoulos;Graham Neubig,"['https://www.semanticscholar.org/author/Antonios-Anastasopoulos/49513989', 'https://www.semanticscholar.org/author/Graham-Neubig/1700325']","[{'Publications': '41', 'h-index': '11', 'Citations': '648', 'Highly Influential Citations': '53'}, {'Publications': '443', 'h-index': '38', 'Citations': '5,539', 'Highly Influential Citations': '566'}]"
Chen Wu;Prince Zizhuang Wang;William Yang Wang,"['https://www.semanticscholar.org/author/Chen-Wu/4438547', 'https://www.semanticscholar.org/author/Prince-Zizhuang-Wang/49830797', 'https://www.semanticscholar.org/author/William-Yang-Wang/49336516']","[{'Publications': '34', 'h-index': '3', 'Citations': '44', 'Highly Influential Citations': '0'}, {'Publications': '42', 'h-index': '11', 'Citations': '408', 'Highly Influential Citations': '25'}, {'Publications': '23', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '3'}]"
Germán Kruszewski;Ionut Teodor Sorodoc;Tomas Mikolov,"['https://www.semanticscholar.org/author/Germ%C3%A1n-Kruszewski/2067996', 'https://www.semanticscholar.org/author/Ionut-Teodor-Sorodoc/1947259', '-1']","[{'Publications': '26', 'h-index': '13', 'Citations': '1,782', 'Highly Influential Citations': '189'}, {'Publications': '8', 'h-index': '3', 'Citations': '27', 'Highly Influential Citations': '0'}, {'Publications': '-1', 'h-index': '-1', 'Citations': '-1', 'Highly Influenced Papers': '-1'}]"
